192.168.1.103 - - [30/Jul/2025:07:53:35 +0000] "GET /identity/v3/ HTTP/1.1" 200 504 "-" "curl/8.5.0"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "DELETE /share/v2/c0da6963815746e4ac19ccdeadc5a3a7/types/06527bf4-91e4-425d-ace3-8183d1301ced HTTP/1.1" 202 312 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "GET /share/v2/c0da6963815746e4ac19ccdeadc5a3a7/types/06527bf4-91e4-425d-ace3-8183d1301ced HTTP/1.1" 404 373 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "DELETE /identity/v3/users/b41a1403009842e887530b33976cb543 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3864 "-" "python-keystoneclient"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "GET /networking/v2.0/security-groups?tenant_id=c0da6963815746e4ac19ccdeadc5a3a7&name=default HTTP/1.1" 200 3152 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "DELETE /networking/v2.0/security-groups/0bcb35b7-32e7-4427-844e-d33ebce9a3cb HTTP/1.1" 204 181 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "DELETE /identity/v3/projects/c0da6963815746e4ac19ccdeadc5a3a7 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "POST /identity/v3/projects HTTP/1.1" 201 637 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "POST /identity/v3/users HTTP/1.1" 201 552 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "GET /identity/v3/roles HTTP/1.1" 200 1935 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "PUT /identity/v3/projects/1ba88127b3864ffe9576018956bbf3ec/users/48799ac1cf664c1d8ec4c3d9e5e66a54/roles/2f170876d5794d32b4820ca285967826 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "GET /identity/v3/roles HTTP/1.1" 200 1935 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "PUT /identity/v3/projects/1ba88127b3864ffe9576018956bbf3ec/users/48799ac1cf664c1d8ec4c3d9e5e66a54/roles/2f170876d5794d32b4820ca285967826 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3957 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3952 "-" "python-keystoneclient"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 670 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 678 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 530 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/5b45dd84-7889-43dd-bc9e-e09047fbac16 HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/5b45dd84-7889-43dd-bc9e-e09047fbac16 HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/08a3ef69-ad67-4f57-9af7-f9ecdc3a67b6 HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/08a3ef69-ad67-4f57-9af7-f9ecdc3a67b6 HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 670 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 678 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services?all_tenants=1 HTTP/1.1" 200 530 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:26 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/6a6a1fea-b411-45c0-b985-ef2b9614ab8a HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/6a6a1fea-b411-45c0-b985-ef2b9614ab8a HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/fd4d35df-84c0-4cf8-94a4-2cf04cb2bb3f HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/fd4d35df-84c0-4cf8-94a4-2cf04cb2bb3f HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 670 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 678 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/detail?name=ss_ldap&type=ldap&user=fake_user&server=fake_server_1&dns_ip=1.1.1.1&domain=fake_domain_1 HTTP/1.1" 200 695 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/8ebfe9b4-a675-4ef3-b5f0-bf3d006d806d HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/8ebfe9b4-a675-4ef3-b5f0-bf3d006d806d HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/4b790b2c-5328-461a-9cf7-58fddc1d9e73 HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/4b790b2c-5328-461a-9cf7-58fddc1d9e73 HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 670 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 678 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services?fake_opt=some_value HTTP/1.1" 200 323 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/412c8a50-92f9-4116-b649-27e65ea7ec5a HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/412c8a50-92f9-4116-b649-27e65ea7ec5a HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/74f21fda-c42b-4a30-b81b-720bd32478e5 HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/74f21fda-c42b-4a30-b81b-720bd32478e5 HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 670 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 678 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/64d7eea4-2f26-4ebe-8fd3-cf6753834297 HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/64d7eea4-2f26-4ebe-8fd3-cf6753834297 HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/e2216ef8-5df4-46c6-b520-925222cfebdd HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/e2216ef8-5df4-46c6-b520-925222cfebdd HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 670 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 678 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v2/1ba88127b3864ffe9576018956bbf3ec/security-services/detail HTTP/1.1" 200 1077 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/99da3ae9-2d34-4b1e-8872-63dc5b809e38 HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/99da3ae9-2d34-4b1e-8872-63dc5b809e38 HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/e0b950a9-ce79-42c6-b390-b0aa8cff9958 HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/e0b950a9-ce79-42c6-b390-b0aa8cff9958 HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 670 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 678 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v2/1ba88127b3864ffe9576018956bbf3ec/security-services/detail HTTP/1.1" 200 1101 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/b3e6bf5e-574a-4cfd-a1f4-a3341a3303ea HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/b3e6bf5e-574a-4cfd-a1f4-a3341a3303ea HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/ce75a79c-f4c2-4587-b0e6-e1d49bc2df30 HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/ce75a79c-f4c2-4587-b0e6-e1d49bc2df30 HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 670 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services HTTP/1.1" 200 678 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v2/1ba88127b3864ffe9576018956bbf3ec/security-services/detail HTTP/1.1" 200 1151 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/7cdc0fde-1c97-4349-b054-9a85a7dac3ef HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/7cdc0fde-1c97-4349-b054-9a85a7dac3ef HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/a56db4bc-1f8a-49f0-ab18-9955706be810 HTTP/1.1" 202 311 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v1/1ba88127b3864ffe9576018956bbf3ec/security-services/a56db4bc-1f8a-49f0-ab18-9955706be810 HTTP/1.1" 404 383 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v2/40fab8f38ffc494dadf86d8cfa006cb9/shares/7303c6ba-c8a7-415d-9076-4ac3ebe1ed4f HTTP/1.1" 200 1687 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /identity/v3/users/48799ac1cf664c1d8ec4c3d9e5e66a54 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3829 "-" "python-keystoneclient"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v2/009a7944b04e4e1eb03366864f0c4144/shares/7303c6ba-c8a7-415d-9076-4ac3ebe1ed4f/metadata/key HTTP/1.1" 403 396 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v2/009a7944b04e4e1eb03366864f0c4144/shares/7303c6ba-c8a7-415d-9076-4ac3ebe1ed4f HTTP/1.1" 403 399 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3864 "-" "python-keystoneclient"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v2/009a7944b04e4e1eb03366864f0c4144/shares/7303c6ba-c8a7-415d-9076-4ac3ebe1ed4f/metadata HTTP/1.1" 403 396 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "PUT /share/v2/009a7944b04e4e1eb03366864f0c4144/shares/7303c6ba-c8a7-415d-9076-4ac3ebe1ed4f/metadata HTTP/1.1" 403 396 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "PUT /share/v2/009a7944b04e4e1eb03366864f0c4144/shares/7303c6ba-c8a7-415d-9076-4ac3ebe1ed4f HTTP/1.1" 403 399 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v2/1c22abfaa812405b936e1facd712fc1e/share-access-rules?share_id=5ea0dd03-10a3-41e0-9c90-b085c0548d7d HTTP/1.1" 200 318 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "PUT /share/v2/40fab8f38ffc494dadf86d8cfa006cb9/shares/7303c6ba-c8a7-415d-9076-4ac3ebe1ed4f HTTP/1.1" 400 477 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /identity/v3/users/725030bdd5eb421b8fc2b38b2747e1a4 HTTP/1.1" 404 363 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /networking/v2.0/security-groups?tenant_id=1ba88127b3864ffe9576018956bbf3ec&name=default HTTP/1.1" 200 3152 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /share/v2/1c22abfaa812405b936e1facd712fc1e/shares/5ea0dd03-10a3-41e0-9c90-b085c0548d7d/action HTTP/1.1" 200 609 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /identity/v3/users/bca66d126ce6446ebc12ec044fd0c7e8 HTTP/1.1" 404 363 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /identity/v3/users/22a1c1b810484597a58069412701353c HTTP/1.1" 404 363 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v2/1c22abfaa812405b936e1facd712fc1e/share-access-rules?share_id=5ea0dd03-10a3-41e0-9c90-b085c0548d7d HTTP/1.1" 200 564 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /identity/v3/users/25984b969a17492ea5f43aeea65721e2 HTTP/1.1" 404 363 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /identity/v3/users/68950851d5e547dda744944718df6bb1 HTTP/1.1" 404 363 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /identity/v3/users/1d63661ab48b46608a256ea852d676a3 HTTP/1.1" 404 363 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /networking/v2.0/security-groups/fbcd92e4-9e10-46d9-93ad-219b7450c29c HTTP/1.1" 204 181 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /identity/v3/users/08e2db2b5ffa4ab0bb7e547578dceca6 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /identity/v3/projects/1ba88127b3864ffe9576018956bbf3ec HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3831 "-" "python-keystoneclient"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "GET /share/v2/7b40d6fe24ef4dabae17ee369ffe07f7/share-replicas/detail?share_id=7303c6ba-c8a7-415d-9076-4ac3ebe1ed4f HTTP/1.1" 200 321 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:27 +0000] "DELETE /share/v2/40fab8f38ffc494dadf86d8cfa006cb9/shares/7303c6ba-c8a7-415d-9076-4ac3ebe1ed4f HTTP/1.1" 202 312 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v2/40fab8f38ffc494dadf86d8cfa006cb9/shares/7303c6ba-c8a7-415d-9076-4ac3ebe1ed4f HTTP/1.1" 200 1686 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "POST /identity/v3/projects HTTP/1.1" 201 625 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v2/39f67235da034c7b9a806796311e8492/shares/a5620955-34ad-4973-a715-bf214c424c26 HTTP/1.1" 200 1673 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "POST /identity/v3/users HTTP/1.1" 201 546 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /identity/v3/roles HTTP/1.1" 200 1935 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "PUT /identity/v3/projects/9f1a7bc691a54a0a852746b341f6f63e/users/7777e69ac0fd4e2cb9f9f4011a30b19b/roles/2f170876d5794d32b4820ca285967826 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /identity/v3/roles HTTP/1.1" 200 1935 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "PUT /identity/v3/projects/9f1a7bc691a54a0a852746b341f6f63e/users/7777e69ac0fd4e2cb9f9f4011a30b19b/roles/2f170876d5794d32b4820ca285967826 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3945 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3940 "-" "python-keystoneclient"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services HTTP/1.1" 200 807 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services?host=np0000031982&binary=manila-scheduler&zone=nova&status=enabled&state=up HTTP/1.1" 200 474 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services HTTP/1.1" 200 807 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v2/9f1a7bc691a54a0a852746b341f6f63e/services?host=np0000031982&binary=manila-scheduler&zone=nova&status=enabled&state=up HTTP/1.1" 200 519 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services HTTP/1.1" 200 807 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services?zone=nova HTTP/1.1" 200 630 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services HTTP/1.1" 200 807 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v2/9f1a7bc691a54a0a852746b341f6f63e/services?zone=nova HTTP/1.1" 200 719 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services HTTP/1.1" 200 807 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services?binary=manila-scheduler HTTP/1.1" 200 474 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services HTTP/1.1" 200 807 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v2/9f1a7bc691a54a0a852746b341f6f63e/services?binary=manila-scheduler HTTP/1.1" 200 519 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services HTTP/1.1" 200 807 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services?host=np0000031982 HTTP/1.1" 200 630 "-" "python-urllib3/1.26.20"
192.168.1.103 - - [30/Jul/2025:08:00:28 +0000] "GET /share/v1/9f1a7bc691a54a0a852746b341f6f63e/os-services HTTP/1.1" 200 807 "-" "python-urllib3/1.26.20"
